target,number,date_start,date_end,body,targets,runtime,initial_size,final_size,inline_failure,truncated,total_line_reduction,success,duration
ci-fcsl_pcm,14727,2021-11-02 03:47:08,2021-11-02 04:02:44,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fcsl_pcm/core/ordtype.v (from ci-fcsl_pcm) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-notation-overridden"" ""-w"" ""-redundant-canonical-projection"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fcsl_pcm"" ""fcsl"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/mathcomp"" ""mathcomp"" ""-top"" ""ordtype"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 613 lines to 21 lines, then from 41 lines to 1084 lines, then from 1089 lines to 17 lines, then from 36 lines to 468 lines, then from 473 lines to 17 lines, then from 22 lines to 17 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.13.0\n   coqtop version runner-72989761-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at de73687) (de73687d7661227eaa3f80057c939f1a0ae4433d)\n   Expected coqc runtime on this file: 0.159 sec *)\nRequire Coq.ssr.ssrbool.\nExport Coq.ssr.ssrbool.\n\nSet Implicit Arguments.\n\nDefinition axiom T (e : rel T) := forall x y, reflect (x = y) (e x y).",,0.159,613.0,17.0,False,False,650.0,True,936.0
ci-menhir,15088,2021-11-02 20:56:49,2021-11-02 21:33:38,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/menhirlib/coq-menhirlib/src/Validator_complete.v (from ci-menhir) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/menhirlib/coq-menhirlib/src"" ""MenhirLib"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Validator_complete"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 423 lines to 281 lines, then from 306 lines to 389 lines, then from 394 lines to 335 lines, then from 359 lines to 530 lines, then from 535 lines to 411 lines, then from 433 lines to 604 lines, then from 609 lines to 436 lines, then from 456 lines to 710 lines, then from 715 lines to 505 lines, then from 510 lines to 505 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.13.0\n   coqtop version runner-0277ea0f-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at b0f206e) (b0f206e17f657c70cfd7e65f159c8850b368a3ba)\n   Expected coqc runtime on this file: 1.134 sec *)\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nRequire Coq.derive.Derive.\nRequire Coq.Structures.OrderedTypeAlt.\nRequire Coq.FSets.FSetAVL.\nRequire Coq.FSets.FMapAVL.",,1.134,423.0,505.0,False,False,34.0,True,2209.0
ci-cross_crypto,14736,2021-11-04 18:12:29,2021-11-07 19:59:10,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/cross_crypto/fcf/src/FCF/RndInList.v (from ci-cross_crypto) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/cross_crypto/fcf/src/FCF"" ""FCF"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/cross_crypto/fcf/src/HMAC"" ""HMAC"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""bug_01"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 449 lines to 255 lines, then from 302 lines to 323 lines, then from 328 lines to 259 lines, then from 303 lines to 366 lines, then from 371 lines to 273 lines, then from 316 lines to 472 lines, then from 474 lines to 313 lines, then from 356 lines to 2782 lines, then from 2773 lines to 373 lines, then from 412 lines to 437 lines, then from 441 lines to 380 lines, then from 418 lines to 620 lines, then from 622 lines to 423 lines, then from 461 lines to 3320 lines, then from 3293 lines to 471 lines, then from 505 lines to 1315 lines, then from 1313 lines to 567 lines, then from 599 lines to 687 lines, then from 689 lines to 579 lines, then from 611 lines to 1000 lines, then from 998 lines to 649 lines, then from 679 lines to 1806 lines, then from 1800 lines to 658 lines, then from 686 lines to 6934 lines, then from 6902 lines to 690 lines, then from 713 lines to 1170 lines, then from 1171 lines to 716 lines, then from 739 lines to 4318 lines, then from 4300 lines to 873 lines, then from 891 lines to 1785 lines, then from 1785 lines to 915 lines, then from 920 lines to 915 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version runner-0277ea0f-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at 4cb6e04) (4cb6e040d6a53bfd789e49bdc20c7d96d555e527)\n   Expected coqc runtime on this file: 1.126 sec *)\nRequire Coq.Arith.Arith.\n\nSet Implicit Arguments.\nExport Coq.Arith.Arith.\n\nLemma mult_gt_0 : forall n1 n2,",,1.126,449.0,915.0,False,False,-24.0,True,6401.0
ci-hott,14746,2021-11-05 01:23:34,2021-11-05 02:11:14,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Spheres.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/theories"" ""HoTT"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/contrib"" ""HoTT.Contrib"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Spheres"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 412 lines to 48 lines, then from 140 lines to 221 lines, then from 225 lines to 60 lines, then from 152 lines to 691 lines, then from 696 lines to 88 lines, then from 158 lines to 711 lines, then from 715 lines to 123 lines, then from 168 lines to 591 lines, then from 596 lines to 137 lines, then from 179 lines to 201 lines, then from 206 lines to 138 lines, then from 168 lines to 848 lines, then from 851 lines to 144 lines, then from 173 lines to 309 lines, then from 314 lines to 146 lines, then from 174 lines to 195 lines, then from 200 lines to 150 lines, then from 175 lines to 259 lines, then from 264 lines to 160 lines, then from 185 lines to 655 lines, then from 660 lines to 196 lines, then from 218 lines to 1560 lines, then from 1561 lines to 251 lines, then from 272 lines to 1031 lines, then from 1030 lines to 290 lines, then from 309 lines to 440 lines, then from 441 lines to 365 lines, then from 384 lines to 420 lines, then from 425 lines to 377 lines, then from 395 lines to 651 lines, then from 656 lines to 408 lines, then from 425 lines to 656 lines, then from 661 lines to 469 lines, then from 485 lines to 1301 lines, then from 1303 lines to 544 lines, then from 559 lines to 680 lines, then from 685 lines to 565 lines, then from 579 lines to 627 lines, then from 632 lines to 569 lines, then from 582 lines to 881 lines, then from 881 lines to 596 lines, then from 601 lines to 596 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version runner-fa6cab46-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at 8ffd575) (8ffd575fd0c464ffa60c8a29d57c81844fc6ccc0)\n   Expected coqc runtime on this file: 0.253 sec *)\nDeclare ML Module ""ltac_plugin"".\nGlobal Set Default Proof Mode ""Classic"".\n\nReserved Notation ""x -> y"" (at level 99, right associativity, y at level 200).\n\nReserved Notation ""x = y  :>  T""",,0.253,412.0,596.0,False,False,547.0,True,2860.0
ci-mathcomp,15121,2021-11-05 16:13:21,2021-11-06 03:02:29,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/mathcomp/mathcomp/algebra/matrix.v (from ci-mathcomp) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-projection-no-head-constant"" ""-w"" ""-redundant-canonical-projection"" ""-w"" ""-notation-overridden"" ""-w"" ""+duplicate-clear"" ""-w"" ""-ambiguous-paths"" ""-w"" ""+non-primitive-record"" ""-w"" ""+undeclared-scope"" ""-w"" ""-deprecated-hint-without-locality"" ""-w"" ""-deprecated-hint-rewrite-without-locality"" ""-w"" ""-deprecated-ident-entry"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/mathcomp/mathcomp"" ""mathcomp"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/mathcomp/mathcomp"" ""-top"" ""bug_01"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 4641 lines to 80 lines, then from 128 lines to 518 lines, then from 523 lines to 111 lines, then from 148 lines to 6787 lines, then from 6792 lines to 850 lines, then from 297 lines to 151 lines, then from 182 lines to 681 lines, then from 686 lines to 202 lines, then from 231 lines to 2601 lines, then from 2606 lines to 355 lines, then from 382 lines to 1099 lines, then from 1104 lines to 562 lines, then from 589 lines to 1652 lines, then from 1657 lines to 571 lines, then from 597 lines to 4766 lines, then from 4771 lines to 692 lines, then from 717 lines to 2757 lines, then from 2762 lines to 757 lines, then from 777 lines to 1820 lines, then from 1825 lines to 924 lines, then from 943 lines to 1375 lines, then from 1380 lines to 930 lines, then from 947 lines to 987 lines, then from 992 lines to 931 lines, then from 945 lines to 1068 lines, then from 1073 lines to 929 lines, then from 943 lines to 1087 lines, then from 1092 lines to 1021 lines, then from 1004 lines to 931 lines, then from 936 lines to 931 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.13.0\n   coqtop version runner-fa6cab46-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at 66dbf72) (66dbf728cd3f88440c0d2d0bb0d388789c20c7b7)\n   Expected coqc runtime on this file: 0.332 sec *)\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nRequire Coq.ssr.ssrbool.\n\nExport Coq.ssr.ssreflect.\nGlobal Set Asymmetric Patterns.",,0.332,4641.0,931.0,False,False,3544.0,True,38948.0
ci-hott,15128,2021-11-06 00:58:32,2021-11-06 03:52:11,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Sets/Hartogs.v (from ci-hott) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 36KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/theories"" ""HoTT"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/contrib"" ""HoTT.Contrib"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Hartogs"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 414 lines to 123 lines, then from 229 lines to 319 lines, then from 321 lines to 127 lines, then from 232 lines to 440 lines, then from 441 lines to 142 lines, then from 247 lines to 1153 lines, then from 1086 lines to 289 lines, then from 388 lines to 419 lines, then from 424 lines to 301 lines, then from 400 lines to 850 lines, then from 854 lines to 306 lines, then from 402 lines to 848 lines, then from 852 lines to 322 lines, then from 417 lines to 428 lines, then from 433 lines to 323 lines, then from 414 lines to 747 lines, then from 752 lines to 361 lines, then from 445 lines to 1067 lines, then from 1067 lines to 443 lines, then from 525 lines to 2671 lines, then from 2674 lines to 486 lines, then from 562 lines to 1381 lines, then from 1382 lines to 508 lines, then from 553 lines to 727 lines, then from 732 lines to 509 lines, then from 553 lines to 632 lines, then from 637 lines to 509 lines, then from 552 lines to 574 lines, then from 579 lines to 512 lines, then from 551 lines to 1113 lines, then from 1117 lines to 518 lines, then from 553 lines to 1331 lines, then from 1326 lines to 539 lines, then from 569 lines to 977 lines, then from 979 lines to 549 lines, then from 578 lines to 599 lines, then from 604 lines to 553 lines, then from 578 lines to 662 lines, then from 667 lines to 564 lines, then from 589 lines to 1059 lines, then from 1064 lines to 640 lines, then from 664 lines to 1515 lines, then from 1518 lines to 661 lines, then from 682 lines to 1441 lines, then from 1440 lines to 710 lines, then from 729 lines to 860 lines, then from 861 lines to 784 lines, then from 803 lines to 839 lines, then from 844 lines to 796 lines, then from 814 lines to 1070 lines, then from 1075 lines to 827 lines, then from 844 lines to 1075 lines, then from 1080 lines to 888 lines, then from 904 lines to 1720 lines, then from 1722 lines to 1060 lines, then from 1075 lines to 1196 lines, then from 1201 lines to 1089 lines, then from 1103 lines to 1151 lines, then from 1156 lines to 1093 lines, then from 1106 lines to 1405 lines, then from 1405 lines to 1141 lines, then from 1146 lines to 1141 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version runner-72989761-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at f363a4f) (f363a4f627994f230b0ff01ad62efe071b33fb68)\n   Expected coqc runtime on this file: 0.560 sec *)\nDeclare ML Module ""ltac_plugin"".\nReserved Notation ""'exists' x .. y , p""\n  (at level 200, x binder, right associativity,\n   format ""'[' 'exists'  '/  ' x  ..  y ,  '/  ' p ']'"").\nGlobal Set Default Proof Mode ""Classic"".\n",,0.56,414.0,1141.0,False,True,831.0,True,10419.0
ci-metacoq,15128,2021-11-06 00:58:32,2021-11-06 01:02:56,Error: Could not minimize file  (from ci-metacoq) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 3.2MiB file on GitHub Actions Artifacts under build.log)\nederive.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/sigma_types.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/subterm.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/eqdec.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/depelim.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/syntax.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/context_map.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/simplify.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/splitting.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/covering.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/principles_proofs.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/principles.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/\nINSTALL src/equations.cmx /builds/coq/coq/_install_ci/lib/coq//user-contrib/Equations/,,,,,,,,False,264.0
ci-flocq,15128,2021-11-06 00:58:32,2021-11-06 01:12:26,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/flocq/src/Calc/Bracket.v (from ci-flocq) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-compat"" ""8.13"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/flocq/src"" ""Flocq"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Bracket"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 703 lines to 23 lines, then from 44 lines to 2470 lines, then from 2469 lines to 31 lines, then from 45 lines to 64 lines, then from 69 lines to 33 lines, then from 38 lines to 33 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.13.0\n   coqtop version runner-0277ea0f-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at f363a4f) (f363a4f627994f230b0ff01ad62efe071b33fb68)\n   Expected coqc runtime on this file: 0.458 sec *)\nRequire Coq.Reals.Reals.\nRequire Coq.Floats.SpecFloat.\n\nExport Coq.Floats.SpecFloat.\n\nExport Coq.Reals.Reals.",,0.458,703.0,33.0,False,False,714.0,True,834.0
ci-fiat_crypto_legacy,15128,2021-11-06 00:58:32,2021-11-06 01:12:36,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/src/Util/Tuple.v (from ci-fiat_crypto_legacy) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-notation-overridden"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/src"" ""Crypto"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/bbv/src/bbv"" ""bbv"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/coqprime/src/Coqprime"" ""Coqprime"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/coqprime/src"" ""-top"" ""Tuple"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 1229 lines to 45 lines, then from 50 lines to 45 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.13.0\n   coqtop version runner-0277ea0f-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at f363a4f) (f363a4f627994f230b0ff01ad62efe071b33fb68)\n   Expected coqc runtime on this file: 0.225 sec *)\nRequire Coq.Classes.Morphisms.\n\nImport Coq.Classes.Morphisms.\n\nFixpoint tuple' T n : Type :=\n  match n with",,0.225,1229.0,45.0,False,False,1189.0,True,844.0
ci-fiat_parsers,15128,2021-11-06 00:58:32,2021-11-06 01:15:06,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src/Parsers/ContextFreeGrammar/Equality.v (from ci-fiat_parsers) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-w"" ""-deprecated-appcontext -notation-overridden"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src"" ""Fiat"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/Bedrock"" ""Bedrock"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src/Common/Tactics"" ""-top"" ""Equality"" ""-require-import"" ""Coq.Compat.AdmitAxiom"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 211 lines to 23 lines, then from 69 lines to 204 lines, then from 209 lines to 35 lines, then from 80 lines to 1854 lines, then from 1854 lines to 37 lines, then from 42 lines to 37 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version runner-72989761-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at f363a4f) (f363a4f627994f230b0ff01ad62efe071b33fb68)\n   Expected coqc runtime on this file: 0.331 sec *)\nRequire Coq.ZArith.ZArith.\nRequire Coq.Lists.SetoidList.\nImport Coq.Lists.SetoidList.\n\nImport Coq.Strings.String.\n",,0.331,211.0,37.0,False,False,275.0,True,994.0
ci-bedrock2,15128,2021-11-06 00:58:32,,,,,,,,,,,
ci-fiat_crypto,15128,2021-11-10 18:58:49,2021-11-10 19:08:04,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto/src/Util/Tuple.v (from ci-fiat_crypto) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (truncated to 32KiB; full 44KiB file on GitHub Actions Artifacts under bug.v)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False : Prop := .\nEnd LocalFalse.\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nEnd AdmitTactic.\nRequire Import Coq.Classes.Morphisms.\nRequire Import Coq.Relations.Relation_Definitions.\nRequire Import Coq.Lists.List.",,,,,False,True,,False,555.0
ci-vst,15171,2021-11-12 11:13:07,2021-11-12 16:33:26,"Minimized File  (from ci-vst) (full log on GitHub Actions)\nWe are collecting data on the user experience of the Coq Bug Minimizer.\nIf you haven't already filled the survey for this PR, please fill out our short survey!\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/msl"" ""VST.msl"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/sepcomp"" ""VST.sepcomp"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/veric"" ""VST.veric"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/floyd"" ""VST.floyd"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/progs"" ""VST.progs"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/concurrency"" ""VST.concurrency"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/atomics"" ""VST.atomics"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/wand_demo"" ""wand_demo"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/sha"" ""sha"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/hmacfcf"" ""hmacfcf"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/tweetnacl20140427"" ""tweetnacl20140427"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/hmacdrbg"" ""hmacdrbg"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/aes"" ""aes"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/mailbox"" ""mailbox"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/lib"" ""compcert.lib"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/common"" ""compcert.common"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/x86_32"" ""compcert.x86_32"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/x86"" ""compcert.x86"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/cfrontend"" ""compcert.cfrontend"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/vst/compcert/exportclight"" ""compcert.exportclight"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Flocq"" ""Flocq"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""verif_reverse"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 330 lines to 120 lines, then from 132 lines to 681 lines, then from 684 lines to 585 lines, then from 597 lines to 1189 lines, then from 1192 lines to 589 lines, then from 602 lines to 1134 lines, then from 1140 lines to 613 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.13.0\n   coqtop version runner-fa6cab46-project-6138686-concurrent-0:/builds/coq/coq/_build/default,(HEAD detached at a986f9f) (a986f9fcc32c4acc37dc4317830de87c664a7bb1)\n   Modules that could not be inlined: VST.progs.list_dt\n   Expected coqc runtime on this file: 10.944 sec *)\nRequire Coq.Strings.Ascii.\nRequire Coq.Strings.String.\nRequire Coq.Lists.List.\nRequire Coq.ZArith.ZArith.\nRequire Coq.Logic.Eqdep_dec.",,10.944,330.0,613.0,True,False,-234.0,True,19219.0
